"cid","site","nARTR","nNonARTR","nARTRgt25","nNonARTRgt25","nShrubs","val","ucid"
515,"Cold",0,16,0,0,16,0,"Cold_515"
516,"Cold",0,6,0,4,6,0,"Cold_516"
517,"Cold",0,0,0,0,0,0,"Cold_517"
518,"Cold",0,0,0,0,0,0,"Cold_518"
519,"Cold",0,0,0,0,0,0,"Cold_519"
520,"Cold",0,0,0,0,0,0,"Cold_520"
521,"Cold",0,0,0,0,0,0,"Cold_521"
522,"Cold",0,2,0,0,2,0,"Cold_522"
523,"Cold",0,1,0,0,1,1,"Cold_523"
524,"Cold",0,0,0,0,0,0,"Cold_524"
525,"Cold",0,0,0,0,0,0,"Cold_525"
526,"Cold",0,0,0,0,0,1,"Cold_526"
527,"Cold",1,0,1,0,1,0,"Cold_527"
528,"Cold",0,0,0,0,0,0,"Cold_528"
529,"Cold",0,23,0,0,23,1,"Cold_529"
530,"Cold",0,13,0,1,13,0,"Cold_530"
531,"Cold",0,11,0,2,11,0,"Cold_531"
532,"Cold",0,19,0,0,19,1,"Cold_532"
533,"Cold",0,6,0,1,6,0,"Cold_533"
534,"Cold",0,8,0,0,8,0,"Cold_534"
535,"Cold",0,27,0,0,27,0,"Cold_535"
536,"Cold",0,16,0,1,16,1,"Cold_536"
537,"Cold",0,5,0,0,5,0,"Cold_537"
538,"Cold",0,2,0,0,2,0,"Cold_538"
539,"Cold",0,1,0,1,1,1,"Cold_539"
540,"Cold",0,0,0,0,0,0,"Cold_540"
541,"Cold",0,0,0,0,0,0,"Cold_541"
542,"Cold",0,0,0,0,0,0,"Cold_542"
543,"Cold",0,0,0,0,0,0,"Cold_543"
544,"Cold",0,0,0,0,0,0,"Cold_544"
545,"Cold",0,0,0,0,0,0,"Cold_545"
546,"Cold",0,0,0,0,0,0,"Cold_546"
547,"Cold",0,0,0,0,0,0,"Cold_547"
548,"Cold",0,0,0,0,0,0,"Cold_548"
549,"Cold",0,0,0,0,0,0,"Cold_549"
550,"Cold",0,0,0,0,0,1,"Cold_550"
551,"Cold",1,6,1,0,7,0,"Cold_551"
552,"Cold",0,1,0,0,1,0,"Cold_552"
553,"Cold",0,2,0,0,2,0,"Cold_553"
554,"Cold",0,4,0,0,4,0,"Cold_554"
555,"Cold",0,2,0,0,2,0,"Cold_555"
556,"Cold",0,9,0,0,9,0,"Cold_556"
557,"Cold",0,5,0,0,5,0,"Cold_557"
558,"Cold",2,14,2,2,16,0,"Cold_558"
559,"Cold",0,10,0,1,10,0,"Cold_559"
560,"Cold",0,1,0,0,1,0,"Cold_560"
561,"Cold",0,0,0,0,0,0,"Cold_561"
562,"Cold",0,0,0,0,0,0,"Cold_562"
563,"Cold",0,0,0,0,0,0,"Cold_563"
564,"Cold",0,1,0,1,1,0,"Cold_564"
565,"Cold",0,0,0,0,0,1,"Cold_565"
566,"Cold",0,0,0,0,0,0,"Cold_566"
567,"Cold",0,1,0,0,1,0,"Cold_567"
568,"Cold",0,0,0,0,0,1,"Cold_568"
569,"Cold",0,0,0,0,0,0,"Cold_569"
570,"Cold",0,0,0,0,0,0,"Cold_570"
571,"Cold",0,0,0,0,0,0,"Cold_571"
572,"Cold",0,0,0,0,0,0,"Cold_572"
573,"Cold",0,0,0,0,0,0,"Cold_573"
574,"Cold",0,20,0,4,20,0,"Cold_574"
575,"Cold",0,26,0,3,26,1,"Cold_575"
576,"Cold",0,8,0,0,8,0,"Cold_576"
577,"Cold",0,6,0,0,6,0,"Cold_577"
578,"Cold",0,20,0,0,20,1,"Cold_578"
579,"Cold",0,14,0,1,14,0,"Cold_579"
580,"Cold",0,12,0,0,12,0,"Cold_580"
581,"Cold",0,20,0,6,20,1,"Cold_581"
582,"Cold",0,2,0,1,2,0,"Cold_582"
583,"Cold",0,0,0,0,0,0,"Cold_583"
584,"Cold",0,1,0,1,1,1,"Cold_584"
585,"Cold",0,0,0,0,0,0,"Cold_585"
586,"Cold",0,0,0,0,0,0,"Cold_586"
587,"Cold",0,0,0,0,0,0,"Cold_587"
588,"Cold",0,0,0,0,0,0,"Cold_588"
589,"Cold",0,0,0,0,0,0,"Cold_589"
590,"Cold",1,0,1,0,1,0,"Cold_590"
591,"Cold",0,0,0,0,0,0,"Cold_591"
592,"Cold",0,0,0,0,0,1,"Cold_592"
593,"Cold",0,0,0,0,0,0,"Cold_593"
594,"Cold",0,0,0,0,0,0,"Cold_594"
1,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_1"
2,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_2"
3,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_3"
4,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_4"
5,"CorralsTrail",0,3,0,0,3,1,"CorralsTrail_5"
6,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_6"
7,"CorralsTrail",0,3,0,0,3,0,"CorralsTrail_7"
8,"CorralsTrail",0,10,0,0,10,1,"CorralsTrail_8"
9,"CorralsTrail",0,3,0,0,3,0,"CorralsTrail_9"
10,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_10"
11,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_11"
12,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_12"
13,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_13"
14,"CorralsTrail",0,3,0,0,3,0,"CorralsTrail_14"
15,"CorralsTrail",0,1,0,0,1,1,"CorralsTrail_15"
16,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_16"
17,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_17"
18,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_18"
19,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_19"
20,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_20"
21,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_21"
22,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_22"
23,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_23"
24,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_24"
25,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_25"
26,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_26"
27,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_27"
28,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_28"
29,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_29"
30,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_30"
31,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_31"
32,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_32"
33,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_33"
34,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_34"
35,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_35"
36,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_36"
37,"CorralsTrail",0,3,0,0,3,1,"CorralsTrail_37"
38,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_38"
39,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_39"
40,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_40"
41,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_41"
42,"CorralsTrail",0,3,0,0,3,0,"CorralsTrail_42"
43,"CorralsTrail",0,6,0,1,6,0,"CorralsTrail_43"
44,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_44"
45,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_45"
46,"CorralsTrail",0,4,0,1,4,0,"CorralsTrail_46"
47,"CorralsTrail",0,4,0,0,4,1,"CorralsTrail_47"
48,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_48"
49,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_49"
50,"CorralsTrail",0,6,0,1,6,0,"CorralsTrail_50"
51,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_51"
52,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_52"
53,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_53"
54,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_54"
55,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_55"
56,"CorralsTrail",1,0,1,0,1,0,"CorralsTrail_56"
57,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_57"
58,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_58"
59,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_59"
60,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_60"
61,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_61"
62,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_62"
63,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_63"
64,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_64"
65,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_65"
66,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_66"
67,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_67"
68,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_68"
69,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_69"
70,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_70"
71,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_71"
72,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_72"
73,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_73"
74,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_74"
75,"CorralsTrail",0,1,0,1,1,1,"CorralsTrail_75"
76,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_76"
77,"CorralsTrail",0,3,0,0,3,0,"CorralsTrail_77"
78,"CorralsTrail",0,2,0,0,2,1,"CorralsTrail_78"
79,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_79"
80,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_80"
81,"CorralsTrail",0,4,0,0,4,0,"CorralsTrail_81"
82,"CorralsTrail",0,4,0,0,4,0,"CorralsTrail_82"
83,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_83"
84,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_84"
85,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_85"
86,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_86"
87,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_87"
88,"CorralsTrail",2,0,1,0,2,1,"CorralsTrail_88"
89,"CorralsTrail",1,0,1,0,1,0,"CorralsTrail_89"
90,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_90"
91,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_91"
92,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_92"
93,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_93"
94,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_94"
95,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_95"
96,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_96"
97,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_97"
98,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_98"
99,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_99"
100,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_100"
101,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_101"
102,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_102"
103,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_103"
104,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_104"
105,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_105"
106,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_106"
107,"CorralsTrail",0,1,0,0,1,1,"CorralsTrail_107"
108,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_108"
109,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_109"
110,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_110"
111,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_111"
112,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_112"
113,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_113"
114,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_114"
115,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_115"
116,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_116"
117,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_117"
118,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_118"
119,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_119"
120,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_120"
121,"CorralsTrail",0,5,0,1,5,1,"CorralsTrail_121"
122,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_122"
123,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_123"
124,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_124"
125,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_125"
126,"CorralsTrail",1,0,0,0,1,0,"CorralsTrail_126"
127,"CorralsTrail",1,0,1,0,1,0,"CorralsTrail_127"
128,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_128"
129,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_129"
130,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_130"
131,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_131"
132,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_132"
133,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_133"
134,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_134"
135,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_135"
136,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_136"
137,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_137"
138,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_138"
139,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_139"
140,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_140"
141,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_141"
142,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_142"
143,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_143"
144,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_144"
145,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_145"
146,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_146"
147,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_147"
148,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_148"
149,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_149"
150,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_150"
151,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_151"
152,"CorralsTrail",0,4,0,0,4,1,"CorralsTrail_152"
153,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_153"
154,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_154"
155,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_155"
156,"CorralsTrail",0,5,0,0,5,0,"CorralsTrail_156"
157,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_157"
158,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_158"
159,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_159"
160,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_160"
161,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_161"
162,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_162"
163,"CorralsTrail",0,1,0,1,1,1,"CorralsTrail_163"
164,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_164"
165,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_165"
166,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_166"
167,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_167"
168,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_168"
169,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_169"
170,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_170"
171,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_171"
172,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_172"
173,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_173"
174,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_174"
175,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_175"
176,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_176"
177,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_177"
178,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_178"
179,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_179"
180,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_180"
181,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_181"
182,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_182"
183,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_183"
184,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_184"
185,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_185"
186,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_186"
187,"CorralsTrail",0,4,0,0,4,0,"CorralsTrail_187"
188,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_188"
189,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_189"
190,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_190"
191,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_191"
192,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_192"
193,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_193"
194,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_194"
195,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_195"
196,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_196"
197,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_197"
198,"CorralsTrail",1,0,1,0,1,0,"CorralsTrail_198"
199,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_199"
200,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_200"
201,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_201"
202,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_202"
203,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_203"
204,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_204"
205,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_205"
206,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_206"
207,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_207"
208,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_208"
209,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_209"
210,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_210"
211,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_211"
212,"CorralsTrail",0,1,0,0,1,1,"CorralsTrail_212"
213,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_213"
214,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_214"
215,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_215"
216,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_216"
217,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_217"
218,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_218"
219,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_219"
220,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_220"
221,"CorralsTrail",0,5,0,0,5,1,"CorralsTrail_221"
222,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_222"
223,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_223"
224,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_224"
225,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_225"
226,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_226"
227,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_227"
228,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_228"
229,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_229"
230,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_230"
231,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_231"
232,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_232"
233,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_233"
234,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_234"
235,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_235"
236,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_236"
237,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_237"
238,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_238"
239,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_239"
240,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_240"
241,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_241"
242,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_242"
243,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_243"
244,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_244"
245,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_245"
246,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_246"
247,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_247"
248,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_248"
249,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_249"
250,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_250"
251,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_251"
252,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_252"
253,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_253"
254,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_254"
255,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_255"
256,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_256"
257,"CorralsTrail",2,2,2,1,4,0,"CorralsTrail_257"
258,"CorralsTrail",0,3,0,0,3,1,"CorralsTrail_258"
259,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_259"
260,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_260"
261,"CorralsTrail",0,4,0,1,4,1,"CorralsTrail_261"
262,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_262"
263,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_263"
264,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_264"
265,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_265"
266,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_266"
267,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_267"
268,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_268"
269,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_269"
270,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_270"
271,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_271"
272,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_272"
273,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_273"
274,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_274"
275,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_275"
276,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_276"
277,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_277"
278,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_278"
279,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_279"
280,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_280"
281,"CorralsTrail",0,2,0,0,2,1,"CorralsTrail_281"
282,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_282"
283,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_283"
284,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_284"
285,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_285"
286,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_286"
287,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_287"
288,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_288"
289,"CorralsTrail",2,1,1,0,3,1,"CorralsTrail_289"
290,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_290"
291,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_291"
292,"CorralsTrail",2,1,2,0,3,0,"CorralsTrail_292"
293,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_293"
294,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_294"
295,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_295"
296,"CorralsTrail",0,3,0,0,3,0,"CorralsTrail_296"
297,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_297"
298,"CorralsTrail",0,1,0,0,1,1,"CorralsTrail_298"
299,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_299"
300,"CorralsTrail",0,5,0,0,5,0,"CorralsTrail_300"
301,"CorralsTrail",0,5,0,0,5,1,"CorralsTrail_301"
302,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_302"
303,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_303"
304,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_304"
305,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_305"
306,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_306"
307,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_307"
308,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_308"
309,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_309"
310,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_310"
311,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_311"
312,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_312"
313,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_313"
314,"CorralsTrail",0,0,0,0,0,1,"CorralsTrail_314"
315,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_315"
316,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_316"
317,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_317"
318,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_318"
319,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_319"
320,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_320"
321,"CorralsTrail",0,1,0,0,1,1,"CorralsTrail_321"
322,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_322"
323,"CorralsTrail",1,0,0,0,1,0,"CorralsTrail_323"
324,"CorralsTrail",0,2,0,0,2,0,"CorralsTrail_324"
325,"CorralsTrail",2,0,2,0,2,0,"CorralsTrail_325"
326,"CorralsTrail",1,1,1,0,2,0,"CorralsTrail_326"
327,"CorralsTrail",8,2,5,0,10,1,"CorralsTrail_327"
328,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_328"
329,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_329"
330,"CorralsTrail",0,1,0,0,1,1,"CorralsTrail_330"
331,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_331"
332,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_332"
333,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_333"
334,"CorralsTrail",0,0,0,0,0,0,"CorralsTrail_334"
335,"CorralsTrail",0,1,0,0,1,0,"CorralsTrail_335"
336,"CorralsTrail",0,3,0,0,3,0,"CorralsTrail_336"
